"start per day","Measurement station",Compound,"Rel. peak area","Max. peak area",Detections,Matrices
"2017-01-01","rhein_ko_l",Candesartan,"0.171","0.171",1,1
"2017-01-02","rhein_ko_l",Candesartan,"0.167","0.167",1,1
"2017-01-03","rhein_ko_l",Candesartan,"0.163","0.163",1,1
"2017-01-04","rhein_ko_l",Candesartan,"0.164","0.164",1,1
"2017-01-05","rhein_ko_l",Candesartan,"0.183","0.183",1,1
"2017-01-06","rhein_ko_l",Candesartan,"0.175","0.175",1,1
"2017-01-07","rhein_ko_l",Candesartan,"0.157","0.157",1,1
"2017-01-08","rhein_ko_l",Candesartan,"0.165","0.165",1,1
"2017-01-09","rhein_ko_l",Candesartan,"0.172","0.172",1,1
"2017-01-10","rhein_ko_l",Candesartan,"0.141","0.141",1,1
"2017-01-11","rhein_ko_l",Candesartan,"0.178","0.178",1,1
"2017-01-12","rhein_ko_l",Candesartan,"0.188","0.188",1,1
"2017-01-13","rhein_ko_l",Candesartan,"0.203","0.203",1,1
"2017-01-14","rhein_ko_l",Candesartan,"0.204","0.204",1,1
"2017-01-15","rhein_ko_l",Candesartan,"0.209","0.209",1,1
"2017-01-16","rhein_ko_l",Candesartan,"0.188","0.188",1,1
"2017-01-17","rhein_ko_l",Candesartan,"0.17","0.17",1,1
"2017-01-18","rhein_ko_l",Candesartan,"0.171","0.171",1,1
"2017-01-19","rhein_ko_l",Candesartan,"0.168","0.168",1,1
"2017-01-20","rhein_ko_l",Candesartan,"0.173","0.173",1,1
"2017-01-21","rhein_ko_l",Candesartan,"0.195","0.195",1,1
"2017-01-22","rhein_ko_l",Candesartan,"0.18","0.18",1,1
"2017-01-23","rhein_ko_l",Candesartan,"0.184","0.184",1,1
"2017-01-24","rhein_ko_l",Candesartan,"0.181","0.181",1,1
"2017-01-25","rhein_ko_l",Candesartan,"0.192","0.192",1,1
"2017-01-26","rhein_ko_l",Candesartan,"0.184","0.184",1,1
"2017-01-27","rhein_ko_l",Candesartan,"0.196","0.196",1,1
"2017-01-28","rhein_ko_l",Candesartan,"0.17","0.17",1,1
"2017-01-29","rhein_ko_l",Candesartan,"0.173","0.173",1,1
"2017-01-30","rhein_ko_l",Candesartan,"0.203","0.203",1,1
"2017-01-31","rhein_ko_l",Candesartan,"0.187","0.187",1,1
"2017-02-01","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2017-02-02","rhein_ko_l",Candesartan,"0.137","0.137",1,1
"2017-02-03","rhein_ko_l",Candesartan,"0.158","0.158",1,1
"2017-02-04","rhein_ko_l",Candesartan,"0.124","0.124",1,1
"2017-02-05","rhein_ko_l",Candesartan,"0.159","0.159",1,1
"2017-02-06","rhein_ko_l",Candesartan,"0.131","0.131",1,1
"2017-02-07","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2017-02-08","rhein_ko_l",Candesartan,"0.148","0.148",1,1
"2017-02-09","rhein_ko_l",Candesartan,"0.153","0.153",1,1
"2017-02-10","rhein_ko_l",Candesartan,"0.158","0.158",1,1
"2017-02-11","rhein_ko_l",Candesartan,"0.2","0.2",1,1
"2017-02-12","rhein_ko_l",Candesartan,"0.206","0.206",1,1
"2017-02-13","rhein_ko_l",Candesartan,"0.236","0.236",1,1
"2017-02-14","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2017-02-15","rhein_ko_l",Candesartan,"0.14","0.14",1,1
"2017-02-16","rhein_ko_l",Candesartan,"0.14","0.14",1,1
"2017-02-17","rhein_ko_l",Candesartan,"0.172","0.172",1,1
"2017-02-18","rhein_ko_l",Candesartan,"0.132","0.132",1,1
"2017-02-19","rhein_ko_l",Candesartan,"0.134","0.134",1,1
"2017-02-20","rhein_ko_l",Candesartan,"0.166","0.166",1,1
"2017-02-21","rhein_ko_l",Candesartan,"0.152","0.152",1,1
"2017-02-22","rhein_ko_l",Candesartan,"0.139","0.139",1,1
"2017-02-23","rhein_ko_l",Candesartan,"0.135","0.135",1,1
"2017-02-24","rhein_ko_l",Candesartan,"0.379","0.379",1,1
"2017-02-25","rhein_ko_l",Candesartan,"0.153","0.153",1,1
"2017-02-26","rhein_ko_l",Candesartan,"0.189","0.189",1,1
"2017-02-27","rhein_ko_l",Candesartan,"0.118","0.118",1,1
"2017-02-28","rhein_ko_l",Candesartan,"0.121","0.121",1,1
"2017-03-01","rhein_ko_l",Candesartan,"0.144","0.144",1,1
"2017-03-04","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2017-03-05","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2017-03-06","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2017-03-07","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2017-03-08","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2017-03-09","rhein_ko_l",Candesartan,"0.081","0.081",1,1
"2017-03-10","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2017-03-11","rhein_ko_l",Candesartan,"0.098","0.098",1,1
"2017-03-12","rhein_ko_l",Candesartan,"0.065","0.065",1,1
"2017-03-14","rhein_ko_l",Candesartan,"0.067","0.067",1,1
"2017-03-15","rhein_ko_l",Candesartan,"0.058","0.058",1,1
"2017-03-16","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2017-03-17","rhein_ko_l",Candesartan,"0.056","0.056",1,1
"2017-03-18","rhein_ko_l",Candesartan,"0.07","0.07",1,1
"2017-03-19","rhein_ko_l",Candesartan,"0.067","0.067",1,1
"2017-03-20","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2017-03-21","rhein_ko_l",Candesartan,"0.082","0.082",1,1
"2017-03-22","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2017-03-23","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2017-03-24","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2017-03-25","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2017-03-26","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2017-04-01","rhein_ko_l",Candesartan,"0.099","0.099",1,1
"2017-04-02","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2017-04-05","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2017-04-06","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2017-04-07","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2017-04-09","rhein_ko_l",Candesartan,"0.111","0.111",1,1
"2017-04-10","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2017-04-11","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2017-04-12","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2017-04-13","rhein_ko_l",Candesartan,"0.114","0.114",1,1
"2017-04-14","rhein_ko_l",Candesartan,"0.111","0.111",1,1
"2017-04-15","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2017-04-16","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2017-04-17","rhein_ko_l",Candesartan,"0.112","0.112",1,1
"2017-04-18","rhein_ko_l",Candesartan,"0.114","0.114",1,1
"2017-04-19","rhein_ko_l",Candesartan,"0.137","0.137",1,1
"2017-04-21","rhein_ko_l",Candesartan,"0.144","0.144",1,1
"2017-04-22","rhein_ko_l",Candesartan,"0.131","0.131",1,1
"2017-04-23","rhein_ko_l",Candesartan,"0.111","0.111",1,1
"2017-04-24","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2017-04-25","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2017-04-26","rhein_ko_l",Candesartan,"0.129","0.129",1,1
"2017-04-27","rhein_ko_l",Candesartan,"0.111","0.111",1,1
"2017-04-28","rhein_ko_l",Candesartan,"0.122","0.122",1,1
"2017-04-29","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2017-05-01","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2017-05-02","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2017-05-03","rhein_ko_l",Candesartan,"0.135","0.135",1,1
"2017-05-04","rhein_ko_l",Candesartan,"0.141","0.141",1,1
"2017-05-05","rhein_ko_l",Candesartan,"0.161","0.161",1,1
"2017-05-06","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2017-05-07","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2017-05-08","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2017-05-09","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2017-05-10","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2017-05-11","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2017-05-12","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2017-05-13","rhein_ko_l",Candesartan,"0.082","0.082",1,1
"2017-05-14","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2017-05-15","rhein_ko_l",Candesartan,"0.07","0.07",1,1
"2017-05-16","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2017-05-17","rhein_ko_l",Candesartan,"0.069","0.069",1,1
"2017-05-18","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2017-05-19","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2017-05-20","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2017-05-22","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2017-05-23","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2017-05-24","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2017-05-25","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2017-05-26","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2017-05-27","rhein_ko_l",Candesartan,"0.068","0.068",1,1
"2017-05-28","rhein_ko_l",Candesartan,"0.076","0.076",1,1
"2017-05-29","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2017-05-30","rhein_ko_l",Candesartan,"0.068","0.068",1,1
"2017-06-01","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2017-06-02","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2017-06-03","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2017-06-04","rhein_ko_l",Candesartan,"0.081","0.081",1,1
"2017-06-05","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2017-06-06","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2017-06-07","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2017-06-08","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2017-06-09","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2017-06-10","rhein_ko_l",Candesartan,"0.07","0.07",1,1
"2017-06-11","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2017-06-12","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2017-06-13","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2017-06-14","rhein_ko_l",Candesartan,"0.082","0.082",1,1
"2017-06-15","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2017-06-16","rhein_ko_l",Candesartan,"0.081","0.081",1,1
"2017-06-17","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2017-06-18","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2017-06-19","rhein_ko_l",Candesartan,"0.076","0.076",1,1
"2017-06-20","rhein_ko_l",Candesartan,"0.089","0.089",1,1
"2017-06-21","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2017-06-22","rhein_ko_l",Candesartan,"0.05","0.05",1,1
"2017-06-23","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2017-06-24","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2017-06-25","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2017-06-26","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2017-06-27","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2017-06-28","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2017-06-29","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2017-06-30","rhein_ko_l",Candesartan,"0.121","0.121",1,1
"2017-07-01","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2017-07-03","rhein_ko_l",Candesartan,"0.099","0.099",1,1
"2017-07-04","rhein_ko_l",Candesartan,"0.063","0.063",1,1
"2017-07-05","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2017-07-07","rhein_ko_l",Candesartan,"0.082","0.082",1,1
"2017-07-08","rhein_ko_l",Candesartan,"0.098","0.098",1,1
"2017-07-09","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2017-07-10","rhein_ko_l",Candesartan,"0.078","0.078",1,1
"2017-07-11","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2017-07-12","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2017-07-13","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2017-07-14","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2017-07-15","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2017-07-16","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2017-07-17","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2017-07-18","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2017-07-19","rhein_ko_l",Candesartan,"0.038","0.038",1,1
"2017-07-20","rhein_ko_l",Candesartan,"0.076","0.076",1,1
"2017-07-24","rhein_ko_l",Candesartan,"0.147","0.147",1,1
"2017-07-25","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2017-07-26","rhein_ko_l",Candesartan,"0.142","0.142",1,1
"2017-07-27","rhein_ko_l",Candesartan,"0.123","0.123",1,1
"2017-07-28","rhein_ko_l",Candesartan,"0.131","0.131",1,1
"2017-07-29","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2017-07-30","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2017-07-31","rhein_ko_l",Candesartan,"0.06","0.06",1,1
"2017-08-01","rhein_ko_l",Candesartan,"0.114","0.114",1,1
"2017-08-02","rhein_ko_l",Candesartan,"0.076","0.076",1,1
"2017-08-03","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2017-08-04","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2017-08-05","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2017-08-06","rhein_ko_l",Candesartan,"0.069","0.069",1,1
"2017-08-08","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2017-08-09","rhein_ko_l",Candesartan,"0.045","0.045",1,1
"2017-08-10","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2017-08-11","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2017-08-12","rhein_ko_l",Candesartan,"0.161","0.161",1,1
"2017-08-13","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2017-08-14","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2017-08-15","rhein_ko_l",Candesartan,"0.106","0.106",1,1
"2017-08-16","rhein_ko_l",Candesartan,"0.081","0.081",1,1
"2017-08-17","rhein_ko_l",Candesartan,"0.089","0.089",1,1
"2017-08-18","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2017-08-19","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2017-08-20","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2017-08-21","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2017-08-22","rhein_ko_l",Candesartan,"0.081","0.081",1,1
"2017-08-23","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2017-08-24","rhein_ko_l",Candesartan,"0.089","0.089",1,1
"2017-08-25","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2017-08-26","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2017-08-27","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2017-08-28","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2017-08-29","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2017-08-30","rhein_ko_l",Candesartan,"0.082","0.082",1,1
"2017-08-31","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2017-09-01","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2017-09-02","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2017-09-03","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2017-09-04","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2017-09-05","rhein_ko_l",Candesartan,"0.074","0.074",1,1
"2017-09-06","rhein_ko_l",Candesartan,"0.078","0.078",1,1
"2017-09-07","rhein_ko_l",Candesartan,"0.068","0.068",1,1
"2017-09-08","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2017-09-09","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2017-09-10","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2017-09-23","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2017-09-24","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2017-09-25","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2017-09-26","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2017-09-27","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2017-09-28","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2017-09-29","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2017-09-30","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2017-10-01","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2017-10-02","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2017-10-03","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2017-10-04","rhein_ko_l",Candesartan,"0.136","0.136",1,1
"2017-10-06","rhein_ko_l",Candesartan,"0.151","0.151",1,1
"2017-10-07","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2017-10-08","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2017-10-09","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2017-10-10","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2017-10-11","rhein_ko_l",Candesartan,"0.118","0.118",1,1
"2017-10-12","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2017-10-13","rhein_ko_l",Candesartan,"0.109","0.109",1,1
"2017-10-14","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2017-10-15","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2017-10-17","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2017-10-18","rhein_ko_l",Candesartan,"0.118","0.118",1,1
"2017-10-19","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2017-10-20","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2017-10-21","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2017-10-22","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2017-10-23","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2017-10-24","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2017-10-25","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2017-10-26","rhein_ko_l",Candesartan,"0.126","0.126",1,1
"2017-10-27","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2017-10-28","rhein_ko_l",Candesartan,"0.117","0.117",1,1
"2017-10-29","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2017-10-30","rhein_ko_l",Candesartan,"0.145","0.145",1,1
"2017-10-31","rhein_ko_l",Candesartan,"0.134","0.134",1,1
"2017-11-01","rhein_ko_l",Candesartan,"0.137","0.137",1,1
"2017-11-02","rhein_ko_l",Candesartan,"0.122","0.122",1,1
"2017-11-03","rhein_ko_l",Candesartan,"0.135","0.135",1,1
"2017-11-04","rhein_ko_l",Candesartan,"0.141","0.141",1,1
"2017-11-05","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2017-11-06","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2017-11-07","rhein_ko_l",Candesartan,"0.163","0.163",1,1
"2017-11-08","rhein_ko_l",Candesartan,"0.137","0.137",1,1
"2017-11-09","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2017-11-10","rhein_ko_l",Candesartan,"0.136","0.136",1,1
"2017-11-11","rhein_ko_l",Candesartan,"0.132","0.132",1,1
"2017-11-12","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2017-11-13","rhein_ko_l",Candesartan,"0.111","0.111",1,1
"2017-11-14","rhein_ko_l",Candesartan,"0.074","0.074",1,1
"2017-11-15","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2017-11-16","rhein_ko_l",Candesartan,"0.072","0.072",1,1
"2017-11-17","rhein_ko_l",Candesartan,"0.069","0.069",1,1
"2017-11-18","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2017-11-19","rhein_ko_l",Candesartan,"0.076","0.076",1,1
"2017-11-20","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2017-11-21","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2017-11-22","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2017-11-23","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2017-11-24","rhein_ko_l",Candesartan,"0.089","0.089",1,1
"2017-11-25","rhein_ko_l",Candesartan,"0.082","0.082",1,1
"2017-11-26","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2017-11-27","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2017-11-28","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2017-11-29","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2017-11-30","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2017-12-01","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2017-12-02","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2017-12-03","rhein_ko_l",Candesartan,"0.07","0.07",1,1
"2017-12-04","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2017-12-05","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2017-12-06","rhein_ko_l",Candesartan,"0.065","0.065",1,1
"2017-12-07","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2017-12-09","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2017-12-10","rhein_ko_l",Candesartan,"0.076","0.076",1,1
"2017-12-11","rhein_ko_l",Candesartan,"0.076","0.076",1,1
"2017-12-12","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2017-12-13","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2017-12-14","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2017-12-15","rhein_ko_l",Candesartan,"0.057","0.057",1,1
"2017-12-16","rhein_ko_l",Candesartan,"0.067","0.067",1,1
"2017-12-17","rhein_ko_l",Candesartan,"0.052","0.052",1,1
"2017-12-18","rhein_ko_l",Candesartan,"0.047","0.047",1,1
"2017-12-19","rhein_ko_l",Candesartan,"0.048","0.048",1,1
"2017-12-20","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2017-12-21","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2017-12-22","rhein_ko_l",Candesartan,"0.056","0.056",1,1
"2017-12-23","rhein_ko_l",Candesartan,"0.058","0.058",1,1
"2017-12-24","rhein_ko_l",Candesartan,"0.057","0.057",1,1
"2017-12-25","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2017-12-26","rhein_ko_l",Candesartan,"0.063","0.063",1,1
"2017-12-27","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2017-12-28","rhein_ko_l",Candesartan,"0.065","0.065",1,1
"2017-12-29","rhein_ko_l",Candesartan,"0.076","0.076",1,1
"2017-12-30","rhein_ko_l",Candesartan,"0.067","0.067",1,1
"2017-12-31","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2018-01-01","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2018-01-02","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2018-01-03","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2018-01-04","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2018-01-05","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2018-01-06","rhein_ko_l",Candesartan,"0.058","0.058",1,1
"2018-01-07","rhein_ko_l",Candesartan,"0.042","0.042",1,1
"2018-01-08","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2018-01-09","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2018-01-10","rhein_ko_l",Candesartan,"0.059","0.059",1,1
"2018-01-11","rhein_ko_l",Candesartan,"0.069","0.069",1,1
"2018-01-12","rhein_ko_l",Candesartan,"0.046","0.046",1,1
"2018-01-13","rhein_ko_l",Candesartan,"0.051","0.051",1,1
"2018-01-14","rhein_ko_l",Candesartan,"0.016","0.016",1,1
"2018-01-16","rhein_ko_l",Candesartan,"0.021","0.021",1,1
"2018-01-17","rhein_ko_l",Candesartan,"0.025","0.025",1,1
"2018-01-18","rhein_ko_l",Candesartan,"0.046","0.046",1,1
"2018-01-19","rhein_ko_l",Candesartan,"0.03","0.03",1,1
"2018-01-20","rhein_ko_l",Candesartan,"0.065","0.065",1,1
"2018-01-21","rhein_ko_l",Candesartan,"0.053","0.053",1,1
"2018-01-22","rhein_ko_l",Candesartan,"0.048","0.048",1,1
"2018-01-23","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2018-01-24","rhein_ko_l",Candesartan,"0.074","0.074",1,1
"2018-01-25","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2018-01-26","rhein_ko_l",Candesartan,"0.019","0.019",1,1
"2018-01-27","rhein_ko_l",Candesartan,"0.044","0.044",1,1
"2018-01-28","rhein_ko_l",Candesartan,"0.03","0.03",1,1
"2018-01-29","rhein_ko_l",Candesartan,"0.049","0.049",1,1
"2018-01-30","rhein_ko_l",Candesartan,"0.051","0.051",1,1
"2018-01-31","rhein_ko_l",Candesartan,"0.038","0.038",1,1
"2018-02-01","rhein_ko_l",Candesartan,"0.059","0.059",1,1
"2018-02-02","rhein_ko_l",Candesartan,"0.059","0.059",1,1
"2018-02-03","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2018-02-04","rhein_ko_l",Candesartan,"0.054","0.054",1,1
"2018-02-05","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2018-02-06","rhein_ko_l",Candesartan,"0.059","0.059",1,1
"2018-02-07","rhein_ko_l",Candesartan,"0.037","0.037",1,1
"2018-02-08","rhein_ko_l",Candesartan,"0.056","0.056",1,1
"2018-02-09","rhein_ko_l",Candesartan,"0.07","0.07",1,1
"2018-02-10","rhein_ko_l",Candesartan,"0.045","0.045",1,1
"2018-02-11","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2018-02-12","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2018-02-13","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2018-02-14","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2018-02-15","rhein_ko_l",Candesartan,"0.074","0.074",1,1
"2018-02-16","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2018-02-17","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2018-02-18","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2018-02-19","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2018-02-20","rhein_ko_l",Candesartan,"0.056","0.056",1,1
"2018-02-21","rhein_ko_l",Candesartan,"0.058","0.058",1,1
"2018-02-22","rhein_ko_l",Candesartan,"0.078","0.078",1,1
"2018-02-23","rhein_ko_l",Candesartan,"0.057","0.057",1,1
"2018-02-24","rhein_ko_l",Candesartan,"0.065","0.065",1,1
"2018-02-25","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2018-02-26","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2018-02-27","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2018-02-28","rhein_ko_l",Candesartan,"0.088","0.088",1,1
